	superkingdom	phylum	subphylum	class	order	suborder	family	subfamily	genus	subgenus	species
1965383	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Salmonella virus UAB87
1965384	Viruses				Caudovirales		Myoviridae	Ounavirinae	Ea214virus		Erwinia virus Ea214
1965385	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia virus wV8
1972577	Viruses	Negarnaviricota	Haploviricotina	Monjiviricetes	Mononegavirales		Rhabdoviridae		Vesiculovirus		Indiana vesiculovirus
1977297	Viruses						Inoviridae		Habenivirus		Ralstonia virus RSM1
1977298	Viruses						Inoviridae		Habenivirus		Ralstonia virus RSM3
1977299	Viruses						Inoviridae		Habenivirus		Ralstonia virus RS603
1977411	Viruses						Inoviridae				Escherichia virus If1
1980926	Viruses				Caudovirales		Myoviridae		Rsl2virus		Ralstonia virus RSF1
1980931	Viruses				Caudovirales		Myoviridae		Sep1virus		Staphylococcus virus IPLAC1C
1980941	Viruses				Caudovirales		Myoviridae		Msw3virus		Edwardsiella virus MSW3
1980942	Viruses				Caudovirales		Myoviridae		Msw3virus		Edwardsiella virus PEi21
1980943	Viruses				Caudovirales		Myoviridae		Muvirus		Shigella virus SfMu
1980959	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb49virus		Escherichia virus JSE
1980960	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Cr3virus		Cronobacter virus PBES02
1980961	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Cr3virus		Pectobacterium virus phiTE
1980962	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus Rodi
1980964	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus S25-4
1981027	Viruses				Caudovirales		Siphoviridae		Hk578virus		Escherichia virus EK99P1
1981032	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae	Jerseyvirus		Salmonella virus f18SE
1981041	Viruses				Caudovirales		Siphoviridae	Tunavirinae	Kp36virus		Klebsiella virus KLPN1
1981042	Viruses				Caudovirales		Siphoviridae	Tunavirinae	Kp36virus		Klebsiella virus PKP126
1981043	Viruses				Caudovirales		Siphoviridae	Tunavirinae	Kp36virus		Klebsiella virus Sushi
1981048	Viruses				Caudovirales		Siphoviridae		Yuavirus		Pseudomonas virus PAE1
1981049	Viruses				Caudovirales		Siphoviridae		Yuavirus		Pseudomonas virus MP1412
1981160	Viruses				Caudovirales		Podoviridae	Sepvirinae	Nona33virus		Escherichia virus 24B
1981161	Viruses				Caudovirales		Podoviridae	Sepvirinae	Nona33virus		Escherichia virus 933W
1981162	Viruses				Caudovirales		Podoviridae	Sepvirinae	Nona33virus		Escherichia virus Min27
1981164	Viruses				Caudovirales		Podoviridae	Sepvirinae	Nona33virus		Escherichia virus Stx2 II
1981165	Viruses				Caudovirales		Podoviridae	Sepvirinae	Pocjvirus		Shigella virus 7502Stx
1981166	Viruses				Caudovirales		Podoviridae	Sepvirinae	Pocjvirus		Shigella virus POCJ13
1981167	Viruses				Caudovirales		Podoviridae	Sepvirinae	Tl2011virus		Escherichia virus 191
1981168	Viruses				Caudovirales		Podoviridae	Sepvirinae	Tl2011virus		Escherichia virus PA2
1981169	Viruses				Caudovirales		Podoviridae	Sepvirinae	Tl2011virus		Escherichia virus TL2011
1981170	Viruses				Caudovirales		Podoviridae	Sepvirinae	Tl2011virus		Shigella virus VASD
1982090	Viruses				Caudovirales		Siphoviridae		Mudcatvirus		Arthrobacter virus Mudcat
1982096	Viruses				Caudovirales		Siphoviridae		Ab18virus		Pseudomonas virus Ab18
1982098	Viruses				Caudovirales		Siphoviridae		Ab18virus		Pseudomonas virus PaMx11
1982240	Viruses				Caudovirales		Siphoviridae		Np1virus		Pseudomonas virus NP1
1982252	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus ATCC29399BC
1982253	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus ATCC29399BT
1982254	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Attacne
1982256	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Kubed
1982257	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Lauchelly
1982258	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus MrAK
1982259	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Ouroboros
1982260	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P91
1982261	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P105
1982262	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P144
1982263	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P1001
1982264	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P1.1
1982265	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P100A
1982266	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P100D
1982267	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P101A
1982268	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus P104A
1982269	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PA6
1982270	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Pacnes201215
1982271	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PAD20
1982272	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PAS50
1982273	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL009M11
1982274	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL025M00
1982276	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL041M10
1982277	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL060L00
1982279	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL070N00
1982280	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL071N05
1982282	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL092M00
1982283	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL095N00
1982284	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL111M01
1982285	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL112N00
1982286	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL113M01
1982287	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL114L00
1982288	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL116M00
1982291	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL132N00
1982292	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL141N00
1982295	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL152M00
1982297	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL171M01
1982298	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL179M00
1982300	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL199M00
1982301	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus PHL301M00
1982303	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Pirate
1982304	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Procrass1
1982305	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus SKKY
1982306	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Solid
1982307	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Stormborn
1982308	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium virus Wizzo
1982357	Viruses				Caudovirales		Siphoviridae		Pamx74virus		Pseudomonas virus PaMx28
1982358	Viruses				Caudovirales		Siphoviridae		Pamx74virus		Pseudomonas virus PaMx74
1982368	Viruses				Caudovirales		Siphoviridae		Pepy6virus		Rhodococcus virus Pepy6
1982369	Viruses				Caudovirales		Siphoviridae		Pepy6virus		Rhodococcus virus Poco6
1982555	Viruses				Caudovirales		Siphoviridae		Send513virus		Mycobacterium virus Papyrus
1982564	Viruses				Caudovirales		Siphoviridae		T5virus		Escherichia virus slur09
1982565	Viruses				Caudovirales		Siphoviridae		T5virus		Salmonella virus 118970sal2
1982575	Viruses				Caudovirales		Siphoviridae		Titanvirus		Rhodobacter virus RcTitan
1982577	Viruses				Caudovirales		Podoviridae		Ea92virus		Erwinia virus Ea9-2
1982578	Viruses				Caudovirales		Podoviridae		Ea92virus		Erwinia virus Frozen
1982579	Viruses				Caudovirales		Podoviridae		Epsilon15virus		Escherichia virus phiV10
1982580	Viruses				Caudovirales		Podoviridae		Epsilon15virus		Salmonella virus Epsilon15
1982581	Viruses				Caudovirales		Podoviridae		Epsilon15virus		Salmonella virus SPN1S
1982746	Viruses				Caudovirales		Siphoviridae		Ydn12virus		Streptomyces virus TP1604
1982747	Viruses				Caudovirales		Siphoviridae		Ydn12virus		Streptomyces virus YDN12
